DATE,Price,Open,High ,Low,Volume,Change %
03-Mar-19,3809.50,3823.20,3836.60,3789.70,1.51M,-0.36%
04-Mar-19,3715.90,3809.70,3828.40,3681.80,2.85M,-2.45%
05-Mar-19,3857.20,3715.90,3873.20,3705.70,3.82M,3.80%
06-Mar-19,3863.00,3857.20,3887.30,3816.70,2.52M,0.15%
07-Mar-19,3875.10,3863.10,3907.40,3847.90,2.60M,0.32%
08-Mar-19,3865.90,3875.10,3929.00,3810.70,2.96M,-0.24%
09-Mar-19,3944.30,3865.60,3964.00,3859.70,2.48M,2.03%
10-Mar-19,3915.20,3944.40,3944.50,3889.20,1.89M,-0.74%
11-Mar-19,3870.30,3915.20,3935.50,3842.40,3.19M,-1.15%
12-Mar-19,3886.00,3870.30,3900.10,3817.10,2.90M,0.41%
13-Mar-19,3865.10,3885.90,3894.70,3847.40,2.28M,-0.54%
14-Mar-19,3879.00,3865.10,3914.70,3828.40,2.86M,0.36%
15-Mar-19,3924.30,3879.00,3935.70,3874.80,3.11M,1.17%
16-Mar-19,4006.40,3924.40,4050.60,3923.70,3.46M,2.09%
17-Mar-19,3981.50,4006.40,4009.80,3956.30,1.87M,-0.62%
18-Mar-19,3990.20,3981.50,4032.30,3958.50,2.62M,0.22%
19-Mar-19,4017.00,3990.20,4029.90,3972.40,2.99M,0.67%
20-Mar-19,4041.20,4017.00,4050.00,3985.30,3.18M,0.60%
21-Mar-19,3982.20,4041.20,4064.00,3923.80,3.88M,-1.46%
22-Mar-19,3990.40,3982.20,4005.70,3971.80,2.83M,0.21%
23-Mar-19,4002.50,3990.40,4018.20,3980.80,2.00M,0.30%
24-Mar-19,3994.70,4002.60,4005.70,3967.00,2.04M,-0.20%
25-Mar-19,3937.00,3994.80,4000.50,3897.90,2.86M,-1.44%
26-Mar-19,3942.80,3937.10,3950.70,3899.90,2.53M,0.15%
27-Mar-19,4041.70,3942.80,4043.30,3936.20,2.78M,2.51%
28-Mar-19,4025.60,4041.70,4041.70,4008.40,2.11M,-0.40%
29-Mar-19,4102.20,4025.70,4123.10,4022.60,3.30M,1.90%
30-Mar-19,4111.80,4103.70,4138.10,4057.10,2.55M,0.23%
31-Mar-19,4102.30,4111.80,4121.90,4082.20,2.43M,-0.23%
01-Apr-19,4145.10,4102.30,4159.10,4076.80,3.22M,1.04%
02-Apr-19,4859.30,4145.10,4899.60,4143.50,14.77M,17.23%
03-Apr-19,4968.70,4859.30,5278.40,4814.00,13.83M,2.25%
04-Apr-19,4902.40,4968.70,5042.50,4789.20,1.05M,-1.33%
05-Apr-19,5010.20,4902.50,5029.40,4888.30,851.72K,2.20%
06-Apr-19,5046.20,5010.00,5198.40,4947.90,952.18K,0.72%
07-Apr-19,5173.60,5046.10,5219.50,5033.70,841.27K,2.53%
08-Apr-19,5245.20,5173.50,5300.60,5060.50,928.23K,1.38%
09-Apr-19,5158.40,5245.00,5245.90,5095.20,784.62K,-1.65%
10-Apr-19,5307.80,5158.40,5404.10,5142.90,837.51K,2.89%
11-Apr-19,5022.60,5307.70,5337.00,4948.00,943.49K,-5.37%
12-Apr-19,5054.20,5022.70,5080.50,4889.20,779.14K,0.63%
13-Apr-19,5051.80,5054.20,5093.40,5011.60,577.16K,-0.05%
14-Apr-19,5134.80,5052.00,5153.50,5010.70,566.38K,1.64%
15-Apr-19,5032.30,5135.10,5168.00,4964.20,688.20K,-2.00%
16-Apr-19,5180.90,5031.40,5198.40,5014.40,631.05K,2.95%
17-Apr-19,5208.30,5182.10,5230.90,5165.50,806.52K,0.53%
18-Apr-19,5264.70,5208.30,5293.10,5205.00,727.97K,1.08%
19-Apr-19,5241.00,5264.80,5282.40,5192.10,787.09K,-0.45%
20-Apr-19,5290.20,5241.00,5327.00,5240.20,782.32K,0.94%
21-Apr-19,5243.50,5290.20,5308.20,5189.80,811.41K,-0.88%
22-Apr-19,5346.70,5248.20,5370.20,5170.20,920.77K,1.97%
23-Apr-19,5511.60,5346.50,5594.40,5291.40,900.00K,3.08%
24-Apr-19,5415.60,5511.20,5589.60,5346.80,994.04K,-1.74%
25-Apr-19,5209.10,5415.60,5528.20,5137.40,955.36K,-3.81%
26-Apr-19,5298.30,5209.20,5469.30,5159.30,1.03M,1.71%
27-Apr-19,5265.90,5298.20,5318.10,5225.40,833.13K,-0.61%
28-Apr-19,5302.30,5265.70,5332.50,5234.40,681.41K,0.69%
29-Apr-19,5235.00,5302.40,5322.90,5188.90,775.82K,-1.27%
30-Apr-19,5320.80,5235.40,5336.60,5195.90,697.42K,1.64%
01-May-19,5384.20,5321.10,5396.30,5319.50,623.64K,1.19%
02-May-19,5493.80,5384.60,5530.80,5370.00,722.23K,2.04%
03-May-19,5766.80,5493.60,5844.20,5478.70,1.04M,4.97%
04-May-19,5830.90,5768.00,5899.20,5605.00,920.61K,1.11%
05-May-19,5774.90,5830.80,5838.20,5708.20,709.02K,-0.96%
06-May-19,5745.10,5775.10,5801.40,5630.50,755.39K,-0.52%
07-May-19,5849.50,5745.50,6019.80,5745.50,955.88K,1.82%
08-May-19,5990.30,5849.40,6011.30,5799.10,757.13K,2.41%
09-May-19,6191.50,5990.50,6206.00,5990.00,799.96K,3.36%
10-May-19,6386.00,6194.30,6466.60,6157.80,907.94K,3.14%
11-May-19,7190.30,6386.60,7373.80,6386.50,1.31M,12.59%
12-May-19,6984.80,7190.00,7518.90,6802.60,1.35M,-2.86%
13-May-19,7806.00,6984.70,8058.30,6893.10,1.20M,11.76%
14-May-19,7994.60,7806.40,8323.90,7674.00,1.33M,2.42%
15-May-19,8164.60,7994.80,8225.30,7856.50,1.13M,2.13%
16-May-19,7871.80,8164.80,8293.30,7720.40,1.18M,-3.59%
17-May-19,7359.50,7871.90,7924.00,6998.60,1.43M,-6.51%
18-May-19,7262.60,7359.90,7458.50,7189.40,865.53K,-1.32%
19-May-19,8157.20,7261.90,8253.40,7252.30,1.08M,12.32%
20-May-19,7965.30,8156.40,8156.40,7604.00,958.81K,-2.35%
21-May-19,7930.30,7965.00,8056.80,7813.20,804.88K,-0.44%
22-May-19,7635.70,7928.70,7999.00,7545.90,821.40K,-3.72%
23-May-19,7852.10,7637.20,7939.10,7486.80,815.14K,2.83%
24-May-19,7970.10,7852.80,8124.10,7775.40,868.47K,1.50%
25-May-19,8027.40,7971.40,8090.10,7919.10,691.27K,0.72%
26-May-19,8630.20,8029.60,8718.60,7866.50,872.12K,7.51%
27-May-19,8760.10,8628.90,8902.80,8607.30,907.96K,1.51%
28-May-19,8716.30,8759.40,8794.10,8568.80,763.20K,-0.50%
29-May-19,8647.80,8715.60,8747.20,8435.30,15.43M,-0.79%
30-May-19,8271.90,8647.80,9045.90,8054.70,1.04M,-4.35%
31-May-19,8558.30,8271.40,8578.80,8135.00,858.41K,3.46%
01-Jun-19,8545.70,8556.90,8615.80,8454.00,686.75K,-0.15%
02-Jun-19,8728.60,8545.80,8807.70,8534.80,614.54K,2.14%
03-Jun-19,8124.80,8728.60,8734.90,8102.70,739.45K,-6.92%
04-Jun-19,7685.50,8118.10,8118.10,7494.00,966.95K,-5.41%
05-Jun-19,7779.10,7685.60,7885.00,7590.40,762.94K,1.22%
06-Jun-19,7784.90,7779.60,7861.40,7480.40,651.82K,0.08%
07-Jun-19,7985.20,7785.80,8099.40,7749.40,588.87K,2.57%
08-Jun-19,7901.40,7985.30,8044.40,7770.50,485.81K,-1.05%
09-Jun-19,7635.00,7901.60,7937.50,7516.90,554.48K,-3.37%
10-Jun-19,7987.80,7635.00,8012.80,7523.60,641.38K,4.62%
11-Jun-19,7888.00,7987.80,8010.40,7714.50,579.00K,-1.25%
12-Jun-19,8133.10,7888.00,8198.10,7805.80,607.89K,3.11%
13-Jun-19,8219.00,8132.40,8306.10,8028.60,574.21K,1.06%
14-Jun-19,8656.10,8218.60,8685.30,8153.20,643.17K,5.32%
15-Jun-19,8812.50,8655.80,8856.70,8582.30,608.69K,1.81%
16-Jun-19,8962.50,8812.20,9332.00,8771.10,849.77K,1.70%
17-Jun-19,9318.80,8961.00,9438.10,8959.80,738.80K,3.98%
18-Jun-19,9080.60,9318.90,9336.10,8962.70,723.17K,-2.56%
19-Jun-19,9255.40,9080.70,9295.10,9044.00,587.57K,1.93%
20-Jun-19,9517.00,9255.00,9583.90,9188.40,693.62K,2.83%
21-Jun-19,10179.30,9517.70,10184.30,9517.40,769.12K,6.96%
22-Jun-19,10721.70,10178.10,11160.50,10031.30,1.09M,5.33%
23-Jun-19,10897.10,10721.50,11361.30,10557.80,683.79K,1.64%
24-Jun-19,11046.40,10897.30,11114.40,10622.60,566.96K,1.37%
25-Jun-19,11809.90,11046.60,11833.90,11033.70,781.09K,6.91%
26-Jun-19,13063.80,11811.60,13929.80,11747.30,1.48M,10.62%
27-Jun-19,11287.80,13062.40,13422.00,10493.50,1.59M,-13.59%
28-Jun-19,12409.10,11288.40,12461.80,10970.50,1.09M,9.93%
29-Jun-19,11906.50,12408.00,12422.90,11490.80,834.62K,-4.05%
30-Jun-19,10818.60,11906.00,12179.30,10765.40,880.77K,-9.14%
01-Jul-19,10616.60,10821.40,11254.50,10041.60,1.04M,-1.87%
02-Jul-19,10835.90,10615.50,10923.50,9728.50,1.12M,2.07%
03-Jul-19,11900.80,10835.90,11931.80,10835.90,998.73K,9.83%
04-Jul-19,11163.10,11899.30,11948.00,11087.10,840.34K,-6.20%
05-Jul-19,10970.20,11159.70,11381.80,10810.30,772.67K,-1.73%
06-Jul-19,11268.00,10969.80,11650.20,10967.90,688.96K,2.71%
07-Jul-19,11415.90,11267.90,11524.60,11108.10,601.93K,1.31%
08-Jul-19,12252.60,11415.80,12332.30,11304.80,695.60K,7.33%
09-Jul-19,12541.50,12250.60,12772.90,12111.20,847.84K,2.36%
10-Jul-19,12110.60,12542.80,13134.40,11594.90,1.11M,-3.44%
11-Jul-19,11342.30,12111.60,12111.60,11029.00,943.13K,-6.34%
12-Jul-19,11762.10,11343.70,11881.40,11109.80,738.17K,3.70%
13-Jul-19,11364.90,11762.80,11798.40,10839.40,747.71K,-3.38%
14-Jul-19,10200.10,11364.30,11448.70,10128.90,840.76K,-10.25%
15-Jul-19,10845.90,10199.90,11064.70,9885.40,956.52K,6.33%
16-Jul-19,9424.80,10844.00,11019.50,9375.30,1.05M,-13.10%
17-Jul-19,9723.20,9425.10,9983.60,9082.60,1.03M,3.17%
18-Jul-19,10651.40,9723.10,10787.10,9390.00,974.49K,9.55%
19-Jul-19,10571.50,10651.60,10758.40,10160.70,727.79K,-0.75%
20-Jul-19,10826.70,10571.90,11155.60,10462.00,668.94K,2.41%
21-Jul-19,10714.40,10827.00,10883.80,10442.50,562.17K,-1.04%
22-Jul-19,10412.50,10715.10,10806.30,10196.50,591.27K,-2.82%
23-Jul-19,9888.70,10412.80,10414.70,9865.40,663.38K,-5.03%
24-Jul-19,9804.30,9887.20,9945.30,9584.00,639.54K,-0.85%
25-Jul-19,9945.30,9804.70,10203.50,9776.60,545.85K,1.44%
26-Jul-19,9831.00,9945.20,10436.10,9724.20,493.75K,-1.15%
27-Jul-19,9492.10,9830.40,10232.30,9389.10,661.89K,-3.45%
28-Jul-19,9727.80,9491.10,9798.50,9401.10,518.59K,2.48%
29-Jul-19,9580.90,9728.50,9835.40,9502.50,510.90K,-1.51%
30-Jul-19,9580.70,9580.00,9703.00,9483.00,511.51K,0.00%
31-Jul-19,10082.00,9580.30,10100.00,9562.40,589.84K,5.23%
01-Aug-19,10380.00,10081.90,10459.00,9890.60,608.37K,2.96%
02-Aug-19,10520.10,10380.50,10664.80,10330.50,578.29K,1.35%
03-Aug-19,10815.70,10519.90,10893.60,10504.50,508.75K,2.81%
04-Aug-19,10934.60,10816.10,11017.70,10568.80,585.71K,1.10%
05-Aug-19,11816.80,10934.80,11922.30,10934.80,769.63K,8.07%
06-Aug-19,11480.90,11817.60,12291.90,11237.00,807.58K,-2.84%
07-Aug-19,12013.90,11481.00,12114.50,11406.40,702.85K,4.64%
08-Aug-19,12191.60,12015.90,12236.60,11727.00,592.15K,1.48%
09-Aug-19,12089.80,12190.00,12225.30,11885.00,558.72K,-0.84%
10-Aug-19,11314.50,12090.50,12185.00,11281.60,570.74K,-6.41%
11-Aug-19,11517.20,11314.60,11728.40,11146.10,435.83K,1.79%
12-Aug-19,11394.20,11505.10,11508.60,11267.30,391.08K,-1.07%
13-Aug-19,10892.90,11395.00,11445.60,10793.20,540.78K,-4.40%
14-Aug-19,10049.40,10894.20,10894.50,9965.50,745.59K,-7.74%
15-Aug-19,10303.40,10053.30,10448.20,9580.10,930.05K,2.53%
16-Aug-19,10335.60,10300.90,10734.00,9788.60,798.67K,0.31%
17-Aug-19,10218.10,10335.50,10460.70,10016.30,497.77K,-1.14%
18-Aug-19,10312.70,10219.30,10494.90,10086.70,441.11K,0.93%
19-Aug-19,10910.70,10312.80,10923.90,10267.80,519.01K,5.80%
20-Aug-19,10752.60,10911.20,10941.60,10581.00,515.47K,-1.45%
21-Aug-19,10141.50,10753.30,10797.80,9908.00,717.65K,-5.68%
22-Aug-19,10105.00,10141.10,10218.20,9777.00,520.75K,-0.36%
23-Aug-19,10388.70,10104.90,10434.30,9921.40,436.26K,2.81%
24-Aug-19,10131.00,10389.40,10415.90,9917.50,463.85K,-2.48%
25-Aug-19,10136.30,10132.10,10307.00,9935.20,422.53K,0.05%
26-Aug-19,10371.80,10136.00,10568.20,10136.00,568.77K,2.32%
27-Aug-19,10184.80,10372.20,10387.60,10060.20,419.81K,-1.80%
28-Aug-19,9729.40,10184.70,10271.30,9629.60,580.29K,-4.47%
29-Aug-19,9491.00,9729.10,9729.10,9343.00,509.13K,-2.45%
30-Aug-19,9585.40,9494.10,9675.70,9370.20,413.92K,0.99%
31-Aug-19,9594.40,9585.50,9677.50,9457.30,311.49K,0.09%
01-Sep-19,9729.30,9594.70,9799.50,9533.60,322.66K,1.41%
02-Sep-19,10348.80,9728.80,10431.50,9720.30,542.79K,6.37%
03-Sep-19,10612.30,10348.10,10756.80,10283.50,578.79K,2.55%
04-Sep-19,10568.20,10611.60,10783.60,10388.60,504.45K,-0.42%
05-Sep-19,10566.90,10567.80,10630.70,10469.90,402.09K,-0.01%
06-Sep-19,10309.30,10566.70,10896.20,10227.40,643.02K,-2.44%
07-Sep-19,10461.10,10306.90,10556.40,10302.30,393.57K,1.47%
08-Sep-19,10402.80,10461.60,10578.00,10266.30,339.73K,-0.56%
09-Sep-19,10309.00,10402.10,10478.00,10095.70,473.76K,-0.90%
10-Sep-19,10105.40,10308.70,10379.80,9970.70,383.22K,-1.98%
11-Sep-19,10162.50,10104.90,10257.50,9908.90,413.06K,0.57%
12-Sep-19,10415.10,10162.40,10447.90,10051.00,413.22K,2.49%
13-Sep-19,10342.10,10415.20,10441.40,10174.10,365.52K,-0.70%
14-Sep-19,10337.30,10342.20,10421.40,10253.70,326.44K,-0.05%
15-Sep-19,10311.50,10337.30,10360.40,10272.00,255.79K,-0.25%
16-Sep-19,10255.50,10311.30,10360.50,10108.50,372.53K,-0.54%
17-Sep-19,10195.70,10254.60,10273.60,10153.50,321.64K,-0.58%
18-Sep-19,10164.70,10195.70,10257.50,10119.30,318.82K,-0.30%
19-Sep-19,10250.50,10164.60,10297.60,9707.60,542.25K,0.84%
20-Sep-19,10172.70,10251.50,10279.50,10088.60,362.07K,-0.76%
21-Sep-19,9993.00,10172.80,10177.90,9939.80,326.17K,-1.77%
22-Sep-19,10031.60,9993.00,10075.00,9870.90,337.06K,0.39%
23-Sep-19,9702.20,10031.30,10048.80,9656.30,431.10K,-3.28%
24-Sep-19,8513.90,9702.70,9793.80,8069.40,933.16K,-12.25%
25-Sep-19,8432.40,8512.30,8729.80,8245.10,696.11K,-0.96%
26-Sep-19,8063.80,8432.50,8463.10,7773.60,731.03K,-4.37%
27-Sep-19,8184.90,8063.80,8257.40,7882.10,561.40K,1.50%
28-Sep-19,8208.50,8184.50,8297.20,8031.10,457.79K,0.29%
29-Sep-19,8049.10,8208.00,8226.80,7922.10,418.48K,-1.94%
30-Sep-19,8284.30,8048.90,8318.50,7749.00,600.26K,2.92%
01-Oct-19,8302.70,8285.00,8486.20,8187.90,533.95K,0.22%
02-Oct-19,8364.10,8302.70,8374.00,8167.70,405.86K,0.74%
03-Oct-19,8226.90,8363.60,8391.70,8090.10,460.97K,-1.64%
04-Oct-19,8148.10,8227.60,8233.60,8041.40,416.92K,-0.96%
05-Oct-19,8127.30,8148.00,8185.10,8030.60,360.92K,-0.25%
06-Oct-19,7881.90,8127.30,8145.50,7834.90,448.80K,-3.02%
07-Oct-19,8198.60,7882.60,8293.50,7797.00,604.74K,4.02%
08-Oct-19,8182.90,8198.50,8323.10,8118.10,469.04K,-0.19%
09-Oct-19,8566.70,8180.10,8655.90,8122.70,636.43K,4.69%
10-Oct-19,8562.30,8566.80,8638.50,8438.70,511.46K,-0.05%
11-Oct-19,8267.80,8562.20,8751.10,8249.70,667.86K,-3.44%
12-Oct-19,8304.40,8267.60,8394.80,8260.90,424.02K,0.44%
13-Oct-19,8281.50,8304.30,8450.20,8190.60,419.87K,-0.28%
14-Oct-19,8353.30,8281.30,8374.30,8222.20,505.02K,0.87%
15-Oct-19,8167.20,8353.40,8400.20,8139.50,469.73K,-2.23%
16-Oct-19,8000.40,8167.10,8185.90,7929.80,538.92K,-2.04%
17-Oct-19,8073.30,8000.40,8118.20,7944.40,444.95K,0.91%
18-Oct-19,7948.50,8073.30,8116.40,7842.00,505.79K,-1.55%
19-Oct-19,7957.30,7948.30,8060.20,7892.40,428.83K,0.11%
20-Oct-19,8223.40,7957.40,8288.50,7889.60,513.91K,3.34%
21-Oct-19,8208.20,8224.10,8315.30,8155.70,489.40K,-0.18%
22-Oct-19,8031.40,8207.40,8289.10,8017.70,570.39K,-2.15%
23-Oct-19,7477.00,8031.00,8055.00,7329.20,892.08K,-6.90%
24-Oct-19,7422.70,7476.80,7501.50,7366.30,586.49K,-0.73%
25-Oct-19,8658.30,7422.80,8697.70,7404.90,1.18M,16.65%
26-Oct-19,9230.60,8658.40,10540.00,8061.80,1.78M,6.61%
27-Oct-19,9529.60,9230.60,9773.20,9081.00,1.16M,3.24%
28-Oct-19,9207.20,9530.10,9866.90,9202.50,1.04M,-3.38%
29-Oct-19,9411.30,9206.50,9531.30,9125.30,918.48K,2.22%
30-Oct-19,9157.90,9411.30,9411.30,9018.40,789.73K,-2.69%
31-Oct-19,9152.60,9157.90,9378.90,8959.60,798.93K,-0.06%
01-Nov-19,9230.10,9153.10,9270.40,9057.20,689.65K,0.85%
02-Nov-19,9300.60,9230.30,9356.70,9201.20,570.74K,0.76%
03-Nov-19,9198.30,9300.50,9359.10,9095.00,536.56K,-1.10%
04-Nov-19,9396.40,9198.70,9500.40,9134.10,681.01K,2.15%
